The Absolute Way;Relative Way;Class
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0029.jpg;dataset/dataset_another/zebra_0029.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0030.jpg;dataset/dataset_another/zebra_0030.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0031.jpg;dataset/dataset_another/zebra_0031.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0032.jpg;dataset/dataset_another/zebra_0032.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0033.jpg;dataset/dataset_another/zebra_0033.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0034.jpg;dataset/dataset_another/zebra_0034.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0035.jpg;dataset/dataset_another/zebra_0035.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0036.jpg;dataset/dataset_another/zebra_0036.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0037.jpg;dataset/dataset_another/zebra_0037.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0038.jpg;dataset/dataset_another/zebra_0038.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0039.jpg;dataset/dataset_another/zebra_0039.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0040.jpg;dataset/dataset_another/zebra_0040.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0041.jpg;dataset/dataset_another/zebra_0041.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0042.jpg;dataset/dataset_another/zebra_0042.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0043.jpg;dataset/dataset_another/zebra_0043.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0044.jpg;dataset/dataset_another/zebra_0044.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0045.jpg;dataset/dataset_another/zebra_0045.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0046.jpg;dataset/dataset_another/zebra_0046.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0047.jpg;dataset/dataset_another/zebra_0047.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0048.jpg;dataset/dataset_another/zebra_0048.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0049.jpg;dataset/dataset_another/zebra_0049.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0050.jpg;dataset/dataset_another/zebra_0050.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0051.jpg;dataset/dataset_another/zebra_0051.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0052.jpg;dataset/dataset_another/zebra_0052.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0053.jpg;dataset/dataset_another/zebra_0053.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0054.jpg;dataset/dataset_another/zebra_0054.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0055.jpg;dataset/dataset_another/zebra_0055.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0056.jpg;dataset/dataset_another/zebra_0056.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0057.jpg;dataset/dataset_another/zebra_0057.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0058.jpg;dataset/dataset_another/zebra_0058.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0059.jpg;dataset/dataset_another/zebra_0059.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0060.jpg;dataset/dataset_another/zebra_0060.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0061.jpg;dataset/dataset_another/zebra_0061.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0062.jpg;dataset/dataset_another/zebra_0062.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0063.jpg;dataset/dataset_another/zebra_0063.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0064.jpg;dataset/dataset_another/zebra_0064.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0065.jpg;dataset/dataset_another/zebra_0065.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0066.jpg;dataset/dataset_another/zebra_0066.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0067.jpg;dataset/dataset_another/zebra_0067.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0068.jpg;dataset/dataset_another/zebra_0068.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0069.jpg;dataset/dataset_another/zebra_0069.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0070.jpg;dataset/dataset_another/zebra_0070.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0071.jpg;dataset/dataset_another/zebra_0071.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0072.jpg;dataset/dataset_another/zebra_0072.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0073.jpg;dataset/dataset_another/zebra_0073.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0074.jpg;dataset/dataset_another/zebra_0074.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0075.jpg;dataset/dataset_another/zebra_0075.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0076.jpg;dataset/dataset_another/zebra_0076.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0077.jpg;dataset/dataset_another/zebra_0077.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0078.jpg;dataset/dataset_another/zebra_0078.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0079.jpg;dataset/dataset_another/zebra_0079.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0080.jpg;dataset/dataset_another/zebra_0080.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0081.jpg;dataset/dataset_another/zebra_0081.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0082.jpg;dataset/dataset_another/zebra_0082.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0083.jpg;dataset/dataset_another/zebra_0083.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0084.jpg;dataset/dataset_another/zebra_0084.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0085.jpg;dataset/dataset_another/zebra_0085.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0086.jpg;dataset/dataset_another/zebra_0086.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0087.jpg;dataset/dataset_another/zebra_0087.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0088.jpg;dataset/dataset_another/zebra_0088.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0089.jpg;dataset/dataset_another/zebra_0089.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0090.jpg;dataset/dataset_another/zebra_0090.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0091.jpg;dataset/dataset_another/zebra_0091.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0092.jpg;dataset/dataset_another/zebra_0092.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0093.jpg;dataset/dataset_another/zebra_0093.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0094.jpg;dataset/dataset_another/zebra_0094.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0095.jpg;dataset/dataset_another/zebra_0095.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0096.jpg;dataset/dataset_another/zebra_0096.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0097.jpg;dataset/dataset_another/zebra_0097.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0098.jpg;dataset/dataset_another/zebra_0098.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0099.jpg;dataset/dataset_another/zebra_0099.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0100.jpg;dataset/dataset_another/zebra_0100.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0101.jpg;dataset/dataset_another/zebra_0101.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0102.jpg;dataset/dataset_another/zebra_0102.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0103.jpg;dataset/dataset_another/zebra_0103.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0104.jpg;dataset/dataset_another/zebra_0104.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0105.jpg;dataset/dataset_another/zebra_0105.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0106.jpg;dataset/dataset_another/zebra_0106.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0107.jpg;dataset/dataset_another/zebra_0107.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0108.jpg;dataset/dataset_another/zebra_0108.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0109.jpg;dataset/dataset_another/zebra_0109.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0110.jpg;dataset/dataset_another/zebra_0110.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0111.jpg;dataset/dataset_another/zebra_0111.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0112.jpg;dataset/dataset_another/zebra_0112.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0113.jpg;dataset/dataset_another/zebra_0113.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0114.jpg;dataset/dataset_another/zebra_0114.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0115.jpg;dataset/dataset_another/zebra_0115.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0116.jpg;dataset/dataset_another/zebra_0116.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0117.jpg;dataset/dataset_another/zebra_0117.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0118.jpg;dataset/dataset_another/zebra_0118.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0119.jpg;dataset/dataset_another/zebra_0119.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0120.jpg;dataset/dataset_another/zebra_0120.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0121.jpg;dataset/dataset_another/zebra_0121.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0122.jpg;dataset/dataset_another/zebra_0122.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0123.jpg;dataset/dataset_another/zebra_0123.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0124.jpg;dataset/dataset_another/zebra_0124.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0125.jpg;dataset/dataset_another/zebra_0125.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0126.jpg;dataset/dataset_another/zebra_0126.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0127.jpg;dataset/dataset_another/zebra_0127.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0128.jpg;dataset/dataset_another/zebra_0128.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0129.jpg;dataset/dataset_another/zebra_0129.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0130.jpg;dataset/dataset_another/zebra_0130.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0131.jpg;dataset/dataset_another/zebra_0131.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0132.jpg;dataset/dataset_another/zebra_0132.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0133.jpg;dataset/dataset_another/zebra_0133.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0134.jpg;dataset/dataset_another/zebra_0134.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0135.jpg;dataset/dataset_another/zebra_0135.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0136.jpg;dataset/dataset_another/zebra_0136.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0137.jpg;dataset/dataset_another/zebra_0137.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0138.jpg;dataset/dataset_another/zebra_0138.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0139.jpg;dataset/dataset_another/zebra_0139.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0140.jpg;dataset/dataset_another/zebra_0140.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0141.jpg;dataset/dataset_another/zebra_0141.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0142.jpg;dataset/dataset_another/zebra_0142.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0143.jpg;dataset/dataset_another/zebra_0143.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0144.jpg;dataset/dataset_another/zebra_0144.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0145.jpg;dataset/dataset_another/zebra_0145.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0146.jpg;dataset/dataset_another/zebra_0146.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0147.jpg;dataset/dataset_another/zebra_0147.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0148.jpg;dataset/dataset_another/zebra_0148.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0149.jpg;dataset/dataset_another/zebra_0149.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0150.jpg;dataset/dataset_another/zebra_0150.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0151.jpg;dataset/dataset_another/zebra_0151.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0152.jpg;dataset/dataset_another/zebra_0152.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0153.jpg;dataset/dataset_another/zebra_0153.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0154.jpg;dataset/dataset_another/zebra_0154.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0155.jpg;dataset/dataset_another/zebra_0155.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0156.jpg;dataset/dataset_another/zebra_0156.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0157.jpg;dataset/dataset_another/zebra_0157.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0158.jpg;dataset/dataset_another/zebra_0158.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0159.jpg;dataset/dataset_another/zebra_0159.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0160.jpg;dataset/dataset_another/zebra_0160.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0161.jpg;dataset/dataset_another/zebra_0161.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0162.jpg;dataset/dataset_another/zebra_0162.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0163.jpg;dataset/dataset_another/zebra_0163.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0164.jpg;dataset/dataset_another/zebra_0164.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0165.jpg;dataset/dataset_another/zebra_0165.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0166.jpg;dataset/dataset_another/zebra_0166.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0167.jpg;dataset/dataset_another/zebra_0167.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0168.jpg;dataset/dataset_another/zebra_0168.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0169.jpg;dataset/dataset_another/zebra_0169.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0170.jpg;dataset/dataset_another/zebra_0170.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0171.jpg;dataset/dataset_another/zebra_0171.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0172.jpg;dataset/dataset_another/zebra_0172.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0173.jpg;dataset/dataset_another/zebra_0173.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0174.jpg;dataset/dataset_another/zebra_0174.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0175.jpg;dataset/dataset_another/zebra_0175.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0176.jpg;dataset/dataset_another/zebra_0176.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0177.jpg;dataset/dataset_another/zebra_0177.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0178.jpg;dataset/dataset_another/zebra_0178.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0179.jpg;dataset/dataset_another/zebra_0179.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0180.jpg;dataset/dataset_another/zebra_0180.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0181.jpg;dataset/dataset_another/zebra_0181.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0182.jpg;dataset/dataset_another/zebra_0182.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0183.jpg;dataset/dataset_another/zebra_0183.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0184.jpg;dataset/dataset_another/zebra_0184.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0185.jpg;dataset/dataset_another/zebra_0185.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0186.jpg;dataset/dataset_another/zebra_0186.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0187.jpg;dataset/dataset_another/zebra_0187.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0188.jpg;dataset/dataset_another/zebra_0188.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0189.jpg;dataset/dataset_another/zebra_0189.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0190.jpg;dataset/dataset_another/zebra_0190.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0191.jpg;dataset/dataset_another/zebra_0191.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0192.jpg;dataset/dataset_another/zebra_0192.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0193.jpg;dataset/dataset_another/zebra_0193.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0194.jpg;dataset/dataset_another/zebra_0194.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0195.jpg;dataset/dataset_another/zebra_0195.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0196.jpg;dataset/dataset_another/zebra_0196.jpg;zebra
C:\Users\student\PycharmProjects\pp_lab2-main\dataset\dataset_another\zebra_0197.jpg;dataset/dataset_another/zebra_0197.jpg;zebra
